ZIP,Diesel,Electric,Flex_Fuel,Gasoline,Gasoline_Hybrid,Hydrogen,Natural_Gas,PHEV,Propane,Total_Cars,Total_EV,EV_perc,Median_Household_Income,Latino_perc,White_perc,Asian_perc,Black_perc,BachOrHigher_perc,Total_Population,Zillow_Home_Value_Index
92363,156,2,219,3108,39,0,1,6,0,3531,8,0.23,33268,21.7,55.2,1,4.5,11,5312,189481.53
93668,37,2,66,786,8,0,0,0,0,899,2,0.22,66471,84,16,0,0,18.8,1126,260946.48
92275,50,1,124,2499,25,1,1,4,0,2705,6,0.22,25975,45.6,47.4,0,4.6,5.4,1043,NA
93648,99,9,697,9908,94,0,1,15,0,10823,24,0.22,44632,95.8,3.8,0.3,0,7.2,15507,275958.75
95955,147,0,147,1098,13,0,0,3,0,1408,3,0.21,58523,66,31.2,0.6,0,11.7,1356,287376.11
96097,775,11,550,7952,107,0,1,9,0,9405,20,0.21,47042,15.2,71.7,0.8,2.1,20.4,10169,254687.74
93235,78,1,207,3067,26,0,0,6,0,3385,7,0.21,42438,84,15.5,0,0,11,4459,213853.35
96041,251,4,126,2025,25,0,0,1,0,2432,5,0.21,38062,13.2,77.2,2.3,1.8,14.4,3873,254075
92273,26,1,89,1352,18,0,0,2,0,1488,3,0.20,43500,90.8,2.2,0,7,8,1781,NA
93241,83,5,549,9183,87,0,1,15,0,9923,20,0.20,34119,94.3,4.4,1,0.1,2.9,16543,204537.86
93202,68,2,203,2663,41,0,0,4,0,2981,6,0.20,53528,82.7,7.5,5.3,0.9,11.1,4491,245632.76
93656,252,3,436,4271,46,0,0,7,0,5015,10,0.20,55856,75.1,21.5,0.1,0.1,9.3,5777,295045.7
96064,608,4,227,3574,68,0,0,4,0,4485,8,0.18,53204,8.6,81.2,1.7,0,18.8,4442,238164.42
93246,2,0,18,527,17,0,0,1,0,565,1,0.18,NA,24.1,50.1,3.9,20.1,0,1246,NA
92249,119,7,372,6603,85,0,2,5,0,7193,12,0.17,54668,99,0.4,0.5,0,21.1,8346,308904.38
93646,89,10,477,6706,77,0,1,2,0,7362,12,0.16,29904,94.3,4,0.1,1.3,4.8,10425,251060.8
93624,13,0,77,574,4,0,0,1,0,669,1,0.15,40200,85,5.7,2.2,3.3,7.9,1016,NA
92250,304,2,552,7176,90,0,2,10,0,8136,12,0.15,55777,78.7,18,0.5,1.2,12.7,7798,271811.33
96048,82,0,25,588,21,0,0,1,0,717,1,0.14,55828,14.4,81.4,0.5,0,27.3,1235,304531.87
96020,319,2,144,2466,31,0,0,2,0,2964,4,0.14,67284,13.4,84.9,0,0,23,2542,349047.68
93615,64,3,241,3426,26,0,1,2,0,3763,5,0.13,53150,94.9,2.9,0.8,0.5,4.8,5994,221615.13
95319,35,2,112,1445,16,0,0,0,0,1610,2,0.12,40724,59.3,32.1,1.1,2.1,7.3,1658,321324.3
92254,72,5,438,7913,87,0,2,5,0,8522,10,0.12,28897,98.2,0.6,0,0,0,7478,292607.08
96134,134,2,162,1494,19,0,0,0,0,1811,2,0.11,44924,42.9,53.4,0,0.7,19,2144,138584.31
96114,404,1,182,2338,42,0,0,2,0,2969,3,0.10,67375,13.8,78.7,1.1,0,13.1,3200,308730.52
93606,16,0,53,985,18,0,0,1,1,1074,1,0.09,72917,85.4,2.9,11.7,0,12.1,1138,NA
96013,285,0,261,2731,47,0,0,3,0,3327,3,0.09,51105,4.6,87.9,0.2,1.5,10.9,4519,210320.65
96027,310,1,104,1784,32,0,0,1,0,2232,2,0.09,57250,3.1,85.3,0.6,1.5,23.7,2118,268315.91
96130,988,6,884,10890,151,0,1,5,0,12925,11,0.09,64566,24,58.2,1.6,10.2,10.3,21904,229398.81
92233,74,0,249,3206,33,0,0,3,0,3565,3,0.08,41071,72.4,6.7,1.9,15.9,1.4,7454,180240.08
96101,466,2,346,4243,61,0,0,2,0,5120,4,0.08,51634,14.7,77.6,0.1,2.8,15.9,5343,163611.71
96118,151,0,77,1326,24,0,0,1,0,1579,1,0.06,57363,6.3,93,0,0.1,18.3,1494,288565.07
92281,42,0,119,1758,25,0,0,1,0,1945,1,0.05,33833,89.8,8.4,0.4,0.5,5.3,2548,NA
93258,47,0,134,1760,21,0,0,1,0,1963,1,0.05,40257,77.2,5.7,10.8,0,2.6,1158,NA
95546,129,0,150,1823,41,0,0,1,0,2144,1,0.05,41292,1.7,6.2,6.2,0.1,19.8,3121,NA
92179,1,0,13,24,0,0,0,0,0,38,0,0.00,NA,32.8,29.8,2.6,32.5,4.9,4061,NA
92283,21,0,78,817,10,0,0,0,0,926,0,0.00,26685,24.2,25.7,0.5,0.8,8.6,1918,NA
92328,6,0,14,174,6,0,0,0,0,200,0,0.00,82750,42.1,54.4,1.3,0,39.4,1049,NA
93409,1,0,10,37,0,0,0,0,0,48,0,0.00,NA,26.9,17.5,4.8,42.1,2.8,2989,NA
93410,1,0,1,39,1,0,0,0,0,42,0,0.00,NA,15.8,57.2,20.8,0.6,0,7021,NA
93608,14,0,62,721,6,0,0,0,0,803,0,0.00,36413,98.2,1.8,0,0,0,1180,206742.52
94575,1,0,17,81,2,0,0,0,0,101,0,0.00,NA,23.7,47.5,13.6,4.3,64.5,1156,NA
95053,0,0,3,39,5,0,0,0,0,47,0,0.00,NA,16.8,53.7,21.1,1.8,92.8,3627,NA
95671,0,0,11,68,0,0,0,0,0,79,0,0.00,137250,34.4,17.4,2.4,42,3.3,5386,NA
95968,115,0,97,1451,25,0,0,0,0,1688,0,0.00,32917,25.3,63.3,1.5,1.4,9.9,1265,240692.6
96023,89,0,73,698,11,0,0,0,0,871,0,0.00,38125,27.9,69.1,1.4,0.5,10.1,1288,123004.83
96109,83,0,56,722,4,0,0,0,0,865,0,0.00,50455,1.4,92,0,0,16.6,1179,182081.78
96113,31,0,53,625,4,0,0,0,0,713,0,0.00,50742,27,40.4,1.1,22.3,7.7,2245,118310.81
